PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,FamilySize,IsAlone,AgeGroup,FareGroup,Deck,processed_at
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,Miss,1,1,Adult,Medium,F,2025-11-11 17:39:35
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,Unknown,S,Miss,1,1,Middle,Medium,U,2025-11-11 17:39:35
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,Unknown,S,Mrs,2,0,Adult,High,U,2025-11-11 17:39:35
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,Unknown,S,Master,3,0,Child,High,U,2025-11-11 17:39:35
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,28.0,0,0,113510,35.0,C128,S,Mr,1,1,Adult,Very High,C,2025-11-11 17:39:35
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,Unknown,C,Mr,3,0,Teen,Low,U,2025-11-11 17:39:35
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
355,0,3,"Yousif, Mr. Wazli",male,28.0,0,0,2647,7.225,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,Miss,2,0,Adult,Very High,E,2025-11-11 17:39:35
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,Unknown,S,Miss,1,1,Middle,Medium,U,2025-11-11 17:39:35
359,1,3,"McGovern, Miss. Mary",female,28.0,0,0,330931,7.8792,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,Unknown,S,Mr,6,0,Middle,High,U,2025-11-11 17:39:35
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,Unknown,C,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,Unknown,C,Mrs,2,0,Middle,Medium,U,2025-11-11 17:39:35
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
365,0,3,"O'Brien, Mr. Thomas",male,28.0,1,0,370365,15.5,Unknown,Q,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,Mrs,2,0,Middle,Very High,D,2025-11-11 17:39:35
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,28.0,0,0,2626,7.2292,Unknown,C,Mrs,1,1,Adult,Low,U,2025-11-11 17:39:35
369,1,3,"Jermyn, Miss. Annie",female,28.0,0,0,14313,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,Mrs,1,1,Adult,Very High,B,2025-11-11 17:39:35
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,Mr,2,0,Adult,Very High,E,2025-11-11 17:39:35
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,Unknown,S,Mr,2,0,Teen,Low,U,2025-11-11 17:39:35
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,Unknown,C,Mr,1,1,Adult,Very High,U,2025-11-11 17:39:35
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,Unknown,S,Miss,5,0,Child,High,U,2025-11-11 17:39:35
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,28.0,1,0,PC 17604,82.1708,Unknown,C,Mrs,2,0,Adult,Very High,U,2025-11-11 17:39:35
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,Unknown,S,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,Mr,3,0,Adult,Very High,C,2025-11-11 17:39:35
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,Unknown,C,Miss,1,1,Middle,Very High,U,2025-11-11 17:39:35
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,Unknown,C,Miss,3,0,Child,High,U,2025-11-11 17:39:35
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,Unknown,S,Mrs,2,0,Adult,Very High,U,2025-11-11 17:39:35
385,0,3,"Plotcharsky, Mr. Vasil",male,28.0,0,0,349227,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,Unknown,S,Mr,1,1,Teen,Very High,U,2025-11-11 17:39:35
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,Unknown,S,Master,8,0,Child,Very High,U,2025-11-11 17:39:35
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,Unknown,S,Miss,1,1,Middle,Medium,U,2025-11-11 17:39:35
389,0,3,"Sadlier, Mr. Matthew",male,28.0,0,0,367655,7.7292000000000005,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,Unknown,C,Miss,1,1,Teen,Medium,U,2025-11-11 17:39:35
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,Mr,4,0,Middle,Very High,B,2025-11-11 17:39:35
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,Unknown,S,Mr,3,0,Adult,Medium,U,2025-11-11 17:39:35
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,Miss,2,0,Adult,Very High,D,2025-11-11 17:39:35
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,Mrs,3,0,Adult,High,G,2025-11-11 17:39:35
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542000000000005,Unknown,S,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,Unknown,S,Mr,1,1,Middle,High,U,2025-11-11 17:39:35
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,Unknown,S,Officer,1,1,Adult,Medium,U,2025-11-11 17:39:35
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,Unknown,S,Mrs,1,1,Adult,Medium,U,2025-11-11 17:39:35
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,Unknown,S,Miss,2,0,Adult,Medium,U,2025-11-11 17:39:35
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,Unknown,S,Mr,1,1,Middle,Low,U,2025-11-11 17:39:35
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,Unknown,S,Master,3,0,Child,High,U,2025-11-11 17:39:35
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
410,0,3,"Lefebre, Miss. Ida",female,28.0,3,1,4133,25.4667,Unknown,S,Miss,5,0,Adult,High,U,2025-11-11 17:39:35
411,0,3,"Sdycoff, Mr. Todor",male,28.0,0,0,349222,7.8958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
412,0,3,"Hart, Mr. Henry",male,28.0,0,0,394140,6.8583,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,Miss,2,0,Adult,Very High,C,2025-11-11 17:39:35
414,0,2,"Cunningham, Mr. Alfred Fleming",male,28.0,0,0,239853,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,28.0,0,0,343095,8.05,Unknown,S,Mrs,1,1,Adult,Medium,U,2025-11-11 17:39:35
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,Unknown,S,Mrs,3,0,Adult,Very High,U,2025-11-11 17:39:35
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,Unknown,S,Miss,3,0,Teen,Medium,U,2025-11-11 17:39:35
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,Unknown,S,Miss,3,0,Child,High,U,2025-11-11 17:39:35
421,0,3,"Gheorgheff, Mr. Stanio",male,28.0,0,0,349254,7.8958,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,Unknown,S,Mrs,3,0,Adult,Medium,U,2025-11-11 17:39:35
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,Unknown,S,Mr,3,0,Teen,High,U,2025-11-11 17:39:35
426,0,3,"Wiseman, Mr. Phillippe",male,28.0,0,0,A/4. 34244,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,Unknown,S,Mrs,2,0,Adult,High,U,2025-11-11 17:39:35
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,Unknown,S,Miss,1,1,Adult,High,U,2025-11-11 17:39:35
429,0,3,"Flynn, Mr. James",male,28.0,0,0,364851,7.75,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Mr,1,1,Adult,Medium,E,2025-11-11 17:39:35
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,Mr,1,1,Adult,High,C,2025-11-11 17:39:35
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,Unknown,S,Mrs,2,0,Adult,High,U,2025-11-11 17:39:35
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,Unknown,S,Mrs,2,0,Middle,High,U,2025-11-11 17:39:35
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,Unknown,S,Mr,1,1,Teen,Low,U,2025-11-11 17:39:35
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,Mr,2,0,Middle,Very High,E,2025-11-11 17:39:35
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,Miss,4,0,Teen,Very High,B,2025-11-11 17:39:35
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,Unknown,S,Miss,5,0,Adult,Very High,U,2025-11-11 17:39:35
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,Unknown,S,Mrs,6,0,Adult,High,U,2025-11-11 17:39:35
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,Mr,6,0,Senior,Very High,C,2025-11-11 17:39:35
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,Unknown,S,Mrs,3,0,Middle,High,U,2025-11-11 17:39:35
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,Unknown,S,Mr,2,0,Adult,Low,U,2025-11-11 17:39:35
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,28.0,0,0,65306,8.1125,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,Master,3,0,Child,Very High,A,2025-11-11 17:39:35
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,Unknown,S,Miss,2,0,Teen,High,U,2025-11-11 17:39:35
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,Unknown,S,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,Unknown,C,Miss,4,0,Child,High,U,2025-11-11 17:39:35
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,Officer,1,1,Middle,High,C,2025-11-11 17:39:35
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,Unknown,S,Mr,4,0,Middle,High,U,2025-11-11 17:39:35
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65303,19.9667,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,Mr,1,1,Adult,High,C,2025-11-11 17:39:35
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,Mr,2,0,Middle,Very High,C,2025-11-11 17:39:35
455,0,3,"Peduzzi, Mr. Joseph",male,28.0,0,0,A/5 2817,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,Unknown,C,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,Mr,1,1,Senior,High,E,2025-11-11 17:39:35
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,28.0,1,0,17464,51.8625,D21,S,Mrs,2,0,Adult,Very High,D,2025-11-11 17:39:35
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,Unknown,S,Miss,1,1,Middle,Medium,U,2025-11-11 17:39:35
460,0,3,"O'Connor, Mr. Maurice",male,28.0,0,0,371060,7.75,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,Mr,1,1,Middle,High,E,2025-11-11 17:39:35
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,Mr,1,1,Middle,Very High,E,2025-11-11 17:39:35
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
465,0,3,"Maisner, Mr. Simon",male,28.0,0,0,A/S 2816,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,Unknown,S,Mr,1,1,Middle,Low,U,2025-11-11 17:39:35
467,0,2,"Campbell, Mr. William",male,28.0,0,0,239853,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,Unknown,S,Mr,1,1,Middle,High,U,2025-11-11 17:39:35
469,0,3,"Scanlan, Mr. James",male,28.0,0,0,36209,7.725,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,Unknown,C,Miss,4,0,Child,High,U,2025-11-11 17:39:35
471,0,3,"Keefe, Mr. Arthur",male,28.0,0,0,323592,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,Unknown,S,Mrs,4,0,Adult,High,U,2025-11-11 17:39:35
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Mrs,1,1,Adult,Medium,D,2025-11-11 17:39:35
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,Unknown,S,Miss,1,1,Adult,Medium,U,2025-11-11 17:39:35
476,0,1,"Clifford, Mr. George Quincy",male,28.0,0,0,110465,52.0,A14,S,Mr,1,1,Adult,Very High,A,2025-11-11 17:39:35
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,Unknown,S,Mr,2,0,Adult,Low,U,2025-11-11 17:39:35
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,Unknown,S,Miss,2,0,Child,Medium,U,2025-11-11 17:39:35
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,Unknown,S,Master,8,0,Child,Very High,U,2025-11-11 17:39:35
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,28.0,0,0,239854,0.0,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,Unknown,S,Mr,1,1,Middle,Medium,U,2025-11-11 17:39:35
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,Unknown,S,Mrs,1,1,Senior,Medium,U,2025-11-11 17:39:35
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,Mr,2,0,Adult,Very High,B,2025-11-11 17:39:35
486,0,3,"Lefebre, Miss. Jeannie",female,28.0,3,1,4133,25.4667,Unknown,S,Miss,5,0,Adult,High,U,2025-11-11 17:39:35
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,Mrs,2,0,Adult,Very High,C,2025-11-11 17:39:35
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,Mr,1,1,Middle,High,B,2025-11-11 17:39:35
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,Unknown,S,Master,3,0,Child,High,U,2025-11-11 17:39:35
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,Unknown,S,Mr,2,0,Adult,High,U,2025-11-11 17:39:35
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,Mr,1,1,Middle,High,C,2025-11-11 17:39:35
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,Unknown,C,Mr,1,1,Senior,Very High,U,2025-11-11 17:39:35
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
496,0,3,"Yousseff, Mr. Gerious",male,28.0,0,0,2627,14.4583,Unknown,C,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C,Miss,2,0,Middle,Very High,D,2025-11-11 17:39:35
498,0,3,"Shellard, Mr. Frederick William",male,28.0,0,0,C.A. 6212,15.1,Unknown,S,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,S,Mrs,4,0,Adult,Very High,C,2025-11-11 17:39:35
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,Unknown,S,Mr,1,1,Teen,Medium,U,2025-11-11 17:39:35
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,28.0,0,0,330909,7.6292,Unknown,Q,Miss,1,1,Adult,Low,U,2025-11-11 17:39:35
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,Unknown,S,Miss,1,1,Middle,Medium,U,2025-11-11 17:39:35
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,S,Miss,1,1,Teen,Very High,B,2025-11-11 17:39:35
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C,Mr,2,0,Teen,Very High,C,2025-11-11 17:39:35
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,Unknown,S,Mrs,3,0,Adult,High,U,2025-11-11 17:39:35
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,28.0,0,0,111427,26.55,Unknown,S,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,Unknown,S,Mr,1,1,Adult,High,U,2025-11-11 17:39:35
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,Unknown,S,Mr,1,1,Adult,Very High,U,2025-11-11 17:39:35
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Unknown,Q,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
512,0,3,"Webber, Mr. James",male,28.0,0,0,SOTON/OQ 3101316,8.05,Unknown,S,Mr,1,1,Adult,Medium,U,2025-11-11 17:39:35
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,Mr,1,1,Middle,High,E,2025-11-11 17:39:35
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,Unknown,C,Mrs,2,0,Middle,Very High,U,2025-11-11 17:39:35
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,Unknown,S,Mr,1,1,Adult,Low,U,2025-11-11 17:39:35
